"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Heavy rigid trucks","NSW","1954",0
"Heavy rigid trucks","NSW","1955",0
"Heavy rigid trucks","NSW","1956",4
"Heavy rigid trucks","NSW","1957",0
"Heavy rigid trucks","NSW","1958",0
"Heavy rigid trucks","NSW","1959",0
"Heavy rigid trucks","NSW","1960",0
"Heavy rigid trucks","NSW","1961",4
"Heavy rigid trucks","NSW","1962",3
"Heavy rigid trucks","NSW","1963",9
"Heavy rigid trucks","NSW","1964",13
"Heavy rigid trucks","NSW","1965",10
"Heavy rigid trucks","NSW","1966",19
"Heavy rigid trucks","NSW","1967",20
"Heavy rigid trucks","NSW","1968",32
"Heavy rigid trucks","NSW","1969",34
"Heavy rigid trucks","NSW","1970",26
"Heavy rigid trucks","NSW","1971",22
"Heavy rigid trucks","NSW","1972",25
"Heavy rigid trucks","NSW","1973",36
"Heavy rigid trucks","NSW","1974",68
"Heavy rigid trucks","NSW","1975",89
"Heavy rigid trucks","NSW","1976",137
"Heavy rigid trucks","NSW","1977",132
"Heavy rigid trucks","NSW","1978",161
"Heavy rigid trucks","NSW","1979",216
"Heavy rigid trucks","NSW","1980",265
"Heavy rigid trucks","NSW","1981",366
"Heavy rigid trucks","NSW","1982",329
"Heavy rigid trucks","NSW","1983",333
"Heavy rigid trucks","NSW","1984",571
"Heavy rigid trucks","NSW","1985",926
"Heavy rigid trucks","NSW","1986",733
"Heavy rigid trucks","NSW","1987",606
"Heavy rigid trucks","NSW","1988",884
"Heavy rigid trucks","NSW","1989",1074
"Heavy rigid trucks","NSW","1990",934
"Heavy rigid trucks","NSW","1991",653
"Heavy rigid trucks","NSW","1992",859
"Heavy rigid trucks","NSW","1993",821
"Heavy rigid trucks","NSW","1994",1163
"Heavy rigid trucks","NSW","1995",1028
"Heavy rigid trucks","NSW","1996",1060
"Heavy rigid trucks","NSW","1997",1244
"Heavy rigid trucks","NSW","1998",1724
"Heavy rigid trucks","NSW","1999",1759
"Heavy rigid trucks","NSW","2000",1712
"Heavy rigid trucks","NSW","2001",1698
"Heavy rigid trucks","NSW","2002",2494
"Heavy rigid trucks","NSW","2003",2281
"Heavy rigid trucks","NSW","2004",3475
"Heavy rigid trucks","NSW","2005",3487
"Heavy rigid trucks","NSW","2006",3684
"Heavy rigid trucks","NSW","2007",5056
"Heavy rigid trucks","NSW","2008",3543
"Heavy rigid trucks","NSW","2009",3288
"Heavy rigid trucks","NSW","2010",4096
"Heavy rigid trucks","NSW","2011",2509
"Heavy rigid trucks","NSW","2012",3331
"Heavy rigid trucks","NSW","2013",3285
"Heavy rigid trucks","NSW","2014",3585
"Heavy rigid trucks","NSW","2015",3990
"Heavy rigid trucks","NSW","2016",4194
"Heavy rigid trucks","NSW","2017",4908
"Heavy rigid trucks","NSW","2018",5238
"Heavy rigid trucks","NSW","2019",4169
"Heavy rigid trucks","NSW","2020",3742
"Heavy rigid trucks","NSW","2021",6155
"Heavy rigid trucks","NSW","2022",6324
"Heavy rigid trucks","NSW","2023",4914
"Heavy rigid trucks","NSW","2024",2088
"Heavy rigid trucks","NSW","2025",4
"Heavy rigid trucks","NSW","Not stated",23
"Heavy rigid trucks","Vic","1901",0
"Heavy rigid trucks","Vic","1902",0
"Heavy rigid trucks","Vic","1903",0
"Heavy rigid trucks","Vic","1904",3
"Heavy rigid trucks","Vic","1905",0
"Heavy rigid trucks","Vic","1906",3
"Heavy rigid trucks","Vic","1907",0
"Heavy rigid trucks","Vic","1908",0
"Heavy rigid trucks","Vic","1909",0
"Heavy rigid trucks","Vic","1910",0
"Heavy rigid trucks","Vic","1911",3
"Heavy rigid trucks","Vic","1912",0
"Heavy rigid trucks","Vic","1913",0
"Heavy rigid trucks","Vic","1914",0
"Heavy rigid trucks","Vic","1915",0
"Heavy rigid trucks","Vic","1916",0
"Heavy rigid trucks","Vic","1917",0
"Heavy rigid trucks","Vic","1918",0
"Heavy rigid trucks","Vic","1919",0
"Heavy rigid trucks","Vic","1920",0
"Heavy rigid trucks","Vic","1921",0
"Heavy rigid trucks","Vic","1922",0
"Heavy rigid trucks","Vic","1923",0
"Heavy rigid trucks","Vic","1924",0
"Heavy rigid trucks","Vic","1925",0
"Heavy rigid trucks","Vic","1926",0
"Heavy rigid trucks","Vic","1927",0
"Heavy rigid trucks","Vic","1928",0
"Heavy rigid trucks","Vic","1929",0
"Heavy rigid trucks","Vic","1930",0
"Heavy rigid trucks","Vic","1931",0
"Heavy rigid trucks","Vic","1932",0
"Heavy rigid trucks","Vic","1933",0
"Heavy rigid trucks","Vic","1934",0
"Heavy rigid trucks","Vic","1935",3
"Heavy rigid trucks","Vic","1936",3
"Heavy rigid trucks","Vic","1937",0
"Heavy rigid trucks","Vic","1938",0
"Heavy rigid trucks","Vic","1939",0
"Heavy rigid trucks","Vic","1940",0
"Heavy rigid trucks","Vic","1941",0
"Heavy rigid trucks","Vic","1942",3
"Heavy rigid trucks","Vic","1943",0
"Heavy rigid trucks","Vic","1944",0
"Heavy rigid trucks","Vic","1945",0
"Heavy rigid trucks","Vic","1946",3
"Heavy rigid trucks","Vic","1947",3
"Heavy rigid trucks","Vic","1948",5
"Heavy rigid trucks","Vic","1949",6
"Heavy rigid trucks","Vic","1950",4
"Heavy rigid trucks","Vic","1951",6
"Heavy rigid trucks","Vic","1952",7
"Heavy rigid trucks","Vic","1953",6
"Heavy rigid trucks","Vic","1954",12
"Heavy rigid trucks","Vic","1955",7
"Heavy rigid trucks","Vic","1956",6
"Heavy rigid trucks","Vic","1957",9
"Heavy rigid trucks","Vic","1958",10
"Heavy rigid trucks","Vic","1959",12
"Heavy rigid trucks","Vic","1960",33
"Heavy rigid trucks","Vic","1961",23
"Heavy rigid trucks","Vic","1962",46
"Heavy rigid trucks","Vic","1963",55
"Heavy rigid trucks","Vic","1964",84
"Heavy rigid trucks","Vic","1965",92
"Heavy rigid trucks","Vic","1966",78
"Heavy rigid trucks","Vic","1967",89
"Heavy rigid trucks","Vic","1968",111
"Heavy rigid trucks","Vic","1969",131
"Heavy rigid trucks","Vic","1970",173
"Heavy rigid trucks","Vic","1971",129
"Heavy rigid trucks","Vic","1972",154
"Heavy rigid trucks","Vic","1973",200
"Heavy rigid trucks","Vic","1974",185
"Heavy rigid trucks","Vic","1975",247
"Heavy rigid trucks","Vic","1976",265
"Heavy rigid trucks","Vic","1977",287
"Heavy rigid trucks","Vic","1978",360
"Heavy rigid trucks","Vic","1979",358
"Heavy rigid trucks","Vic","1980",380
"Heavy rigid trucks","Vic","1981",408
"Heavy rigid trucks","Vic","1982",379
"Heavy rigid trucks","Vic","1983",366
"Heavy rigid trucks","Vic","1984",637
"Heavy rigid trucks","Vic","1985",926
"Heavy rigid trucks","Vic","1986",800
"Heavy rigid trucks","Vic","1987",750
"Heavy rigid trucks","Vic","1988",980
"Heavy rigid trucks","Vic","1989",898
"Heavy rigid trucks","Vic","1990",949
"Heavy rigid trucks","Vic","1991",600
"Heavy rigid trucks","Vic","1992",718
"Heavy rigid trucks","Vic","1993",827
"Heavy rigid trucks","Vic","1994",1062
"Heavy rigid trucks","Vic","1995",997
"Heavy rigid trucks","Vic","1996",941
"Heavy rigid trucks","Vic","1997",1170
"Heavy rigid trucks","Vic","1998",1345
"Heavy rigid trucks","Vic","1999",1431
"Heavy rigid trucks","Vic","2000",1382
"Heavy rigid trucks","Vic","2001",1531
"Heavy rigid trucks","Vic","2002",2000
"Heavy rigid trucks","Vic","2003",2026
"Heavy rigid trucks","Vic","2004",2639
"Heavy rigid trucks","Vic","2005",2919
"Heavy rigid trucks","Vic","2006",2997
"Heavy rigid trucks","Vic","2007",3938
"Heavy rigid trucks","Vic","2008",3055
"Heavy rigid trucks","Vic","2009",2711
"Heavy rigid trucks","Vic","2010",3251
"Heavy rigid trucks","Vic","2011",2022
"Heavy rigid trucks","Vic","2012",2676
"Heavy rigid trucks","Vic","2013",2646
"Heavy rigid trucks","Vic","2014",2826
"Heavy rigid trucks","Vic","2015",3088
"Heavy rigid trucks","Vic","2016",3348
"Heavy rigid trucks","Vic","2017",3581
"Heavy rigid trucks","Vic","2018",4478
"Heavy rigid trucks","Vic","2019",3347
"Heavy rigid trucks","Vic","2020",2850
"Heavy rigid trucks","Vic","2021",5256
"Heavy rigid trucks","Vic","2022",5277
"Heavy rigid trucks","Vic","2023",4110
"Heavy rigid trucks","Vic","2024",1712
"Heavy rigid trucks","Vic","2025",0
"Heavy rigid trucks","Vic","Not stated",8
"Heavy rigid trucks","Qld","1901",0
"Heavy rigid trucks","Qld","1902",0
"Heavy rigid trucks","Qld","1903",0
"Heavy rigid trucks","Qld","1904",0
"Heavy rigid trucks","Qld","1905",0
"Heavy rigid trucks","Qld","1906",0
"Heavy rigid trucks","Qld","1907",0
"Heavy rigid trucks","Qld","1908",0
"Heavy rigid trucks","Qld","1909",0
"Heavy rigid trucks","Qld","1910",0
"Heavy rigid trucks","Qld","1911",0
"Heavy rigid trucks","Qld","1912",0
"Heavy rigid trucks","Qld","1913",0
"Heavy rigid trucks","Qld","1914",0
"Heavy rigid trucks","Qld","1915",0
"Heavy rigid trucks","Qld","1916",0
"Heavy rigid trucks","Qld","1917",0
"Heavy rigid trucks","Qld","1918",3
"Heavy rigid trucks","Qld","1919",0
"Heavy rigid trucks","Qld","1920",0
"Heavy rigid trucks","Qld","1921",0
"Heavy rigid trucks","Qld","1922",3
"Heavy rigid trucks","Qld","1923",0
"Heavy rigid trucks","Qld","1924",0
"Heavy rigid trucks","Qld","1925",0
"Heavy rigid trucks","Qld","1926",3
"Heavy rigid trucks","Qld","1927",0
"Heavy rigid trucks","Qld","1928",0
"Heavy rigid trucks","Qld","1929",0
"Heavy rigid trucks","Qld","1930",0
"Heavy rigid trucks","Qld","1931",0
"Heavy rigid trucks","Qld","1932",0
"Heavy rigid trucks","Qld","1933",0
"Heavy rigid trucks","Qld","1934",0
"Heavy rigid trucks","Qld","1935",0
"Heavy rigid trucks","Qld","1936",0
"Heavy rigid trucks","Qld","1937",0
"Heavy rigid trucks","Qld","1938",0
"Heavy rigid trucks","Qld","1939",0
"Heavy rigid trucks","Qld","1940",3
"Heavy rigid trucks","Qld","1941",4
"Heavy rigid trucks","Qld","1942",5
"Heavy rigid trucks","Qld","1943",5
"Heavy rigid trucks","Qld","1944",4
"Heavy rigid trucks","Qld","1945",11
"Heavy rigid trucks","Qld","1946",4
"Heavy rigid trucks","Qld","1947",3
"Heavy rigid trucks","Qld","1948",4
"Heavy rigid trucks","Qld","1949",3
"Heavy rigid trucks","Qld","1950",4
"Heavy rigid trucks","Qld","1951",0
"Heavy rigid trucks","Qld","1952",6
"Heavy rigid trucks","Qld","1953",3
"Heavy rigid trucks","Qld","1954",3
"Heavy rigid trucks","Qld","1955",5
"Heavy rigid trucks","Qld","1956",13
"Heavy rigid trucks","Qld","1957",5
"Heavy rigid trucks","Qld","1958",4
"Heavy rigid trucks","Qld","1959",14
"Heavy rigid trucks","Qld","1960",11
"Heavy rigid trucks","Qld","1961",7
"Heavy rigid trucks","Qld","1962",12
"Heavy rigid trucks","Qld","1963",18
"Heavy rigid trucks","Qld","1964",29
"Heavy rigid trucks","Qld","1965",21
"Heavy rigid trucks","Qld","1966",36
"Heavy rigid trucks","Qld","1967",36
"Heavy rigid trucks","Qld","1968",40
"Heavy rigid trucks","Qld","1969",41
"Heavy rigid trucks","Qld","1970",87
"Heavy rigid trucks","Qld","1971",63
"Heavy rigid trucks","Qld","1972",64
"Heavy rigid trucks","Qld","1973",62
"Heavy rigid trucks","Qld","1974",106
"Heavy rigid trucks","Qld","1975",97
"Heavy rigid trucks","Qld","1976",137
"Heavy rigid trucks","Qld","1977",134
"Heavy rigid trucks","Qld","1978",111
"Heavy rigid trucks","Qld","1979",192
"Heavy rigid trucks","Qld","1980",276
"Heavy rigid trucks","Qld","1981",335
"Heavy rigid trucks","Qld","1982",314
"Heavy rigid trucks","Qld","1983",291
"Heavy rigid trucks","Qld","1984",432
"Heavy rigid trucks","Qld","1985",733
"Heavy rigid trucks","Qld","1986",528
"Heavy rigid trucks","Qld","1987",482
"Heavy rigid trucks","Qld","1988",757
"Heavy rigid trucks","Qld","1989",838
"Heavy rigid trucks","Qld","1990",745
"Heavy rigid trucks","Qld","1991",534
"Heavy rigid trucks","Qld","1992",659
"Heavy rigid trucks","Qld","1993",729
"Heavy rigid trucks","Qld","1994",952
"Heavy rigid trucks","Qld","1995",862
"Heavy rigid trucks","Qld","1996",887
"Heavy rigid trucks","Qld","1997",995
"Heavy rigid trucks","Qld","1998",1270
"Heavy rigid trucks","Qld","1999",1303
"Heavy rigid trucks","Qld","2000",1294
"Heavy rigid trucks","Qld","2001",1263
"Heavy rigid trucks","Qld","2002",1820
"Heavy rigid trucks","Qld","2003",1741
"Heavy rigid trucks","Qld","2004",2522
"Heavy rigid trucks","Qld","2005",2610
"Heavy rigid trucks","Qld","2006",2990
"Heavy rigid trucks","Qld","2007",4237
"Heavy rigid trucks","Qld","2008",2775
"Heavy rigid trucks","Qld","2009",2461
"Heavy rigid trucks","Qld","2010",2844
"Heavy rigid trucks","Qld","2011",2004
"Heavy rigid trucks","Qld","2012",2763
"Heavy rigid trucks","Qld","2013",2446
"Heavy rigid trucks","Qld","2014",2699
"Heavy rigid trucks","Qld","2015",2703
"Heavy rigid trucks","Qld","2016",2722
"Heavy rigid trucks","Qld","2017",3312
"Heavy rigid trucks","Qld","2018",3904
"Heavy rigid trucks","Qld","2019",3066
"Heavy rigid trucks","Qld","2020",2908
"Heavy rigid trucks","Qld","2021",4863
"Heavy rigid trucks","Qld","2022",5642
"Heavy rigid trucks","Qld","2023",4701
"Heavy rigid trucks","Qld","2024",2126
"Heavy rigid trucks","Qld","2025",0
"Heavy rigid trucks","Qld","Not stated",19
"Heavy rigid trucks","SA","1901",0
"Heavy rigid trucks","SA","1902",0
"Heavy rigid trucks","SA","1903",0
"Heavy rigid trucks","SA","1904",0
"Heavy rigid trucks","SA","1905",0
"Heavy rigid trucks","SA","1906",0
"Heavy rigid trucks","SA","1907",0
"Heavy rigid trucks","SA","1908",0
"Heavy rigid trucks","SA","1909",0
"Heavy rigid trucks","SA","1910",0
"Heavy rigid trucks","SA","1911",0
"Heavy rigid trucks","SA","1912",0
"Heavy rigid trucks","SA","1913",0
"Heavy rigid trucks","SA","1914",0
"Heavy rigid trucks","SA","1915",0
"Heavy rigid trucks","SA","1916",0
"Heavy rigid trucks","SA","1917",0
"Heavy rigid trucks","SA","1918",0
"Heavy rigid trucks","SA","1919",0
"Heavy rigid trucks","SA","1920",0
"Heavy rigid trucks","SA","1921",3
"Heavy rigid trucks","SA","1922",0
"Heavy rigid trucks","SA","1923",3
"Heavy rigid trucks","SA","1924",0
"Heavy rigid trucks","SA","1925",0
"Heavy rigid trucks","SA","1926",0
"Heavy rigid trucks","SA","1927",0
"Heavy rigid trucks","SA","1928",0
"Heavy rigid trucks","SA","1929",0
"Heavy rigid trucks","SA","1930",0
"Heavy rigid trucks","SA","1931",0
"Heavy rigid trucks","SA","1932",0
"Heavy rigid trucks","SA","1933",0
"Heavy rigid trucks","SA","1934",0
"Heavy rigid trucks","SA","1935",3
"Heavy rigid trucks","SA","1936",0
"Heavy rigid trucks","SA","1937",0
"Heavy rigid trucks","SA","1938",0
"Heavy rigid trucks","SA","1939",0
"Heavy rigid trucks","SA","1940",0
"Heavy rigid trucks","SA","1941",0
"Heavy rigid trucks","SA","1942",3
"Heavy rigid trucks","SA","1943",0
"Heavy rigid trucks","SA","1944",3
"Heavy rigid trucks","SA","1945",0
"Heavy rigid trucks","SA","1946",0
"Heavy rigid trucks","SA","1947",3
"Heavy rigid trucks","SA","1948",3
"Heavy rigid trucks","SA","1949",5
"Heavy rigid trucks","SA","1950",3
"Heavy rigid trucks","SA","1951",3
"Heavy rigid trucks","SA","1952",5
"Heavy rigid trucks","SA","1953",8
"Heavy rigid trucks","SA","1954",8
"Heavy rigid trucks","SA","1955",10
"Heavy rigid trucks","SA","1956",16
"Heavy rigid trucks","SA","1957",12
"Heavy rigid trucks","SA","1958",9
"Heavy rigid trucks","SA","1959",10
"Heavy rigid trucks","SA","1960",15
"Heavy rigid trucks","SA","1961",14
"Heavy rigid trucks","SA","1962",19
"Heavy rigid trucks","SA","1963",37
"Heavy rigid trucks","SA","1964",66
"Heavy rigid trucks","SA","1965",52
"Heavy rigid trucks","SA","1966",48
"Heavy rigid trucks","SA","1967",48
"Heavy rigid trucks","SA","1968",72
"Heavy rigid trucks","SA","1969",67
"Heavy rigid trucks","SA","1970",80
"Heavy rigid trucks","SA","1971",57
"Heavy rigid trucks","SA","1972",69
"Heavy rigid trucks","SA","1973",90
"Heavy rigid trucks","SA","1974",124
"Heavy rigid trucks","SA","1975",152
"Heavy rigid trucks","SA","1976",171
"Heavy rigid trucks","SA","1977",147
"Heavy rigid trucks","SA","1978",139
"Heavy rigid trucks","SA","1979",160
"Heavy rigid trucks","SA","1980",202
"Heavy rigid trucks","SA","1981",208
"Heavy rigid trucks","SA","1982",174
"Heavy rigid trucks","SA","1983",185
"Heavy rigid trucks","SA","1984",269
"Heavy rigid trucks","SA","1985",345
"Heavy rigid trucks","SA","1986",272
"Heavy rigid trucks","SA","1987",205
"Heavy rigid trucks","SA","1988",343
"Heavy rigid trucks","SA","1989",296
"Heavy rigid trucks","SA","1990",307
"Heavy rigid trucks","SA","1991",206
"Heavy rigid trucks","SA","1992",187
"Heavy rigid trucks","SA","1993",195
"Heavy rigid trucks","SA","1994",273
"Heavy rigid trucks","SA","1995",252
"Heavy rigid trucks","SA","1996",251
"Heavy rigid trucks","SA","1997",319
"Heavy rigid trucks","SA","1998",379
"Heavy rigid trucks","SA","1999",386
"Heavy rigid trucks","SA","2000",375
"Heavy rigid trucks","SA","2001",347
"Heavy rigid trucks","SA","2002",533
"Heavy rigid trucks","SA","2003",510
"Heavy rigid trucks","SA","2004",726
"Heavy rigid trucks","SA","2005",722
"Heavy rigid trucks","SA","2006",762
"Heavy rigid trucks","SA","2007",1106
"Heavy rigid trucks","SA","2008",800
"Heavy rigid trucks","SA","2009",754
"Heavy rigid trucks","SA","2010",869
"Heavy rigid trucks","SA","2011",523
"Heavy rigid trucks","SA","2012",667
"Heavy rigid trucks","SA","2013",625
"Heavy rigid trucks","SA","2014",777
"Heavy rigid trucks","SA","2015",745
"Heavy rigid trucks","SA","2016",786
"Heavy rigid trucks","SA","2017",877
"Heavy rigid trucks","SA","2018",1134
"Heavy rigid trucks","SA","2019",894
"Heavy rigid trucks","SA","2020",909
"Heavy rigid trucks","SA","2021",1491
"Heavy rigid trucks","SA","2022",1534
"Heavy rigid trucks","SA","2023",1036
"Heavy rigid trucks","SA","2024",485
"Heavy rigid trucks","SA","2025",0
"Heavy rigid trucks","SA","Not stated",3
"Heavy rigid trucks","WA","1901",0
"Heavy rigid trucks","WA","1902",0
"Heavy rigid trucks","WA","1903",0
"Heavy rigid trucks","WA","1904",0
"Heavy rigid trucks","WA","1905",0
"Heavy rigid trucks","WA","1906",0
"Heavy rigid trucks","WA","1907",0
"Heavy rigid trucks","WA","1908",0
"Heavy rigid trucks","WA","1909",0
"Heavy rigid trucks","WA","1910",0
"Heavy rigid trucks","WA","1911",0
"Heavy rigid trucks","WA","1912",0
"Heavy rigid trucks","WA","1913",0
"Heavy rigid trucks","WA","1914",0
"Heavy rigid trucks","WA","1915",0
"Heavy rigid trucks","WA","1916",0
"Heavy rigid trucks","WA","1917",0
"Heavy rigid trucks","WA","1918",0
"Heavy rigid trucks","WA","1919",0
"Heavy rigid trucks","WA","1920",0
"Heavy rigid trucks","WA","1921",0
"Heavy rigid trucks","WA","1922",0
"Heavy rigid trucks","WA","1923",0
"Heavy rigid trucks","WA","1924",0
"Heavy rigid trucks","WA","1925",0
"Heavy rigid trucks","WA","1926",0
"Heavy rigid trucks","WA","1927",0
"Heavy rigid trucks","WA","1928",0
"Heavy rigid trucks","WA","1929",0
"Heavy rigid trucks","WA","1930",0
"Heavy rigid trucks","WA","1931",0
"Heavy rigid trucks","WA","1932",0
"Heavy rigid trucks","WA","1933",0
"Heavy rigid trucks","WA","1934",0
"Heavy rigid trucks","WA","1935",0
"Heavy rigid trucks","WA","1936",0
"Heavy rigid trucks","WA","1937",0
"Heavy rigid trucks","WA","1938",0
"Heavy rigid trucks","WA","1939",0
